battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1877.0,0,0.41186667505460195,0,4.0,0,33.0,0.5980232348342057,187.0,7.0,17.0,255.0,1193.0,3915.0,6.0,0.0,7.0,1,0,1,3
863.0,0,0.4835563546745155,0,1.0,0,30.0,0.5182991575735583,124.0,7.0,5.0,506.0,1143.0,2882.0,5.0,1.0,10.0,0,0,1,2
1635.0,1,1.5803639241252974,1,0.0,0,48.0,0.8046330182717963,138.0,7.0,15.0,1704.0,1911.0,835.0,15.0,0.0,5.0,1,1,0,1
1071.0,0,1.7718302140134103,1,10.0,0,14.0,0.19641659850036522,148.0,1.0,15.0,943.0,1008.0,964.0,5.0,0.0,13.0,0,0,1,0
935.0,1,0.47876301854774167,0,0.0,1,25.0,0.6868157718603378,147.0,3.0,0.0,682.0,711.0,1109.0,12.0,9.0,2.0,1,1,1,0
551.0,0,0.5665588013222991,1,3.0,0,16.0,0.20365015454135726,87.0,6.0,3.0,326.0,673.0,2586.0,16.0,16.0,16.0,0,0,0,1
1448.0,0,0.43734607977812956,0,2.0,1,57.0,0.4927663503524732,148.0,7.0,8.0,1710.0,1858.0,1612.0,16.0,16.0,1.0,1,0,0,2
767.0,1,1.710185815788047,0,0.0,1,25.0,0.9172730502751769,148.0,7.0,4.0,430.0,1548.0,2091.0,17.0,8.0,7.0,1,0,0,1
1857.0,0,0.4891111080229077,0,9.0,0,35.0,0.9216431543676773,163.0,4.0,20.0,797.0,871.0,752.0,13.0,1.0,15.0,0,0,1,0
1003.0,0,2.0644754430063195,0,0.0,0,45.0,0.0969775331218426,96.0,5.0,1.0,1161.0,1570.0,3602.0,8.0,0.0,16.0,0,0,0,3
1033.0,0,2.245728544085448,1,0.0,1,14.0,0.6866902462209037,192.0,5.0,0.0,1080.0,1716.0,2373.0,17.0,15.0,1.0,1,1,1,2
1154.0,1,1.417523914889219,1,5.0,0,5.0,0.7071799329558158,188.0,7.0,7.0,522.0,890.0,602.0,11.0,4.0,4.0,0,1,1,0
1385.0,0,0.4834731552398116,0,10.0,1,42.0,0.21976565899743736,92.0,0.0,20.0,915.0,927.0,1641.0,11.0,0.0,13.0,1,0,0,1
1682.0,0,1.8133015139910111,1,4.0,0,10.0,0.6989834895119972,122.0,5.0,7.0,253.0,1495.0,3826.0,14.0,5.0,12.0,1,0,0,3
1659.0,0,2.0599053803823715,1,2.0,1,56.0,0.502264488854597,179.0,3.0,5.0,1587.0,1924.0,2856.0,19.0,3.0,16.0,1,1,0,3
1248.0,0,1.2213398840536698,1,4.0,0,53.0,0.800809798860314,183.0,2.0,9.0,616.0,1198.0,1691.0,5.0,2.0,6.0,1,1,0,1
1971.0,1,1.9193793173556455,0,0.0,0,49.0,0.6977331533049964,121.0,7.0,18.0,976.0,1934.0,874.0,12.0,4.0,5.0,1,1,0,1
1754.0,1,2.25682328563371,0,0.0,0,9.0,0.5775909758285023,183.0,6.0,5.0,1097.0,1344.0,3825.0,13.0,9.0,14.0,1,0,1,3
1389.0,1,1.484247971158954,1,4.0,0,44.0,0.4812001473480594,180.0,1.0,5.0,29.0,1121.0,3499.0,15.0,12.0,13.0,0,1,0,3
1340.0,0,2.8740728517771585,0,2.0,0,20.0,0.39969746919240945,143.0,6.0,7.0,614.0,654.0,3845.0,7.0,0.0,11.0,1,0,1,3
1592.0,0,2.652426041089465,0,8.0,0,45.0,0.4021590535604944,84.0,2.0,15.0,603.0,940.0,2314.0,11.0,9.0,19.0,1,1,0,2
1584.0,1,0.8658362302567095,1,0.0,1,14.0,0.38660226620565014,172.0,1.0,4.0,1202.0,1348.0,3180.0,16.0,1.0,5.0,1,1,0,3
906.0,0,1.5119162988792438,1,1.0,1,34.0,0.9032847977007501,190.0,6.0,14.0,1031.0,1345.0,1131.0,19.0,6.0,4.0,1,1,1,0
1467.0,0,0.5213205427832514,0,0.0,1,43.0,0.7170318357145007,151.0,1.0,2.0,1818.0,1990.0,3595.0,15.0,9.0,6.0,1,0,1,3
1802.0,0,1.6424842181519326,1,4.0,0,4.0,0.10563320673036754,101.0,4.0,5.0,669.0,800.0,1677.0,8.0,4.0,2.0,0,1,1,1
1534.0,0,2.830587009342205,0,0.0,0,27.0,0.18202813683332783,117.0,3.0,0.0,204.0,1776.0,1138.0,7.0,2.0,19.0,0,1,1,1
1186.0,1,0.488293896998283,0,2.0,0,9.0,1.0,95.0,7.0,6.0,316.0,542.0,536.0,14.0,5.0,14.0,1,1,1,0
1840.0,1,2.3349098968723108,0,3.0,1,43.0,0.1970526497462377,145.0,7.0,14.0,429.0,1148.0,2498.0,9.0,5.0,17.0,1,0,0,2
1474.0,1,0.5386959736006027,0,0.0,0,20.0,0.6104395136401713,121.0,5.0,0.0,944.0,1097.0,3986.0,14.0,11.0,4.0,1,1,1,3
1121.0,1,1.2298409352122754,0,0.0,0,1.0,0.6189323389376883,116.0,5.0,0.0,619.0,759.0,1813.0,7.0,0.0,14.0,0,1,0,1
1766.0,1,1.7557677825259974,0,0.0,1,7.0,0.8166070287734026,99.0,1.0,1.0,678.0,815.0,3021.0,18.0,16.0,5.0,1,0,0,3
1219.0,1,2.3599601567541937,0,0.0,0,16.0,0.0826936224745178,154.0,5.0,0.0,864.0,967.0,1945.0,16.0,7.0,14.0,1,1,0,1
920.0,0,1.9777420950836977,1,1.0,0,43.0,0.09930389079845367,131.0,7.0,11.0,425.0,1596.0,3610.0,9.0,0.0,6.0,1,1,0,3
1528.0,0,2.239198340348642,0,4.0,0,21.0,0.7115840816070683,160.0,5.0,11.0,528.0,1675.0,3836.0,15.0,8.0,16.0,0,0,1,3
1062.0,0,1.3520254286322975,1,4.0,0,28.0,0.10368853303471288,90.0,3.0,16.0,1681.0,1885.0,1379.0,5.0,0.0,11.0,0,1,0,1
1307.0,0,1.0358296696651295,1,0.0,1,13.0,0.10132803208190339,135.0,3.0,9.0,231.0,1599.0,2618.0,12.0,4.0,13.0,1,1,1,2
849.0,0,2.379601611072971,1,0.0,0,51.0,0.18928106117721819,103.0,4.0,15.0,624.0,1829.0,680.0,15.0,5.0,20.0,1,0,1,0
1738.0,0,2.3289057512105225,1,0.0,0,33.0,0.40382575480969307,84.0,5.0,9.0,700.0,1765.0,3348.0,17.0,5.0,14.0,0,0,0,3
1235.0,0,1.6675268462364643,0,0.0,1,46.0,0.38348846830083405,145.0,3.0,2.0,1560.0,1986.0,593.0,6.0,2.0,2.0,1,1,1,1
1174.0,1,0.9176026405023818,0,5.0,1,14.0,0.38145141568391727,200.0,2.0,13.0,488.0,691.0,718.0,18.0,5.0,19.0,1,0,1,0
607.0,0,0.4393902141066473,0,8.0,0,31.0,0.7045790822869832,110.0,3.0,11.0,1083.0,1696.0,2971.0,5.0,0.0,20.0,0,1,1,2
537.0,1,1.5668220390851095,0,0.0,0,22.0,0.4792092902826358,125.0,3.0,0.0,1142.0,1291.0,1281.0,11.0,7.0,2.0,1,0,1,0
1448.0,0,2.1111826477290725,0,0.0,0,31.0,0.5853948002827352,112.0,5.0,3.0,1567.0,1629.0,752.0,11.0,5.0,8.0,0,1,1,1
879.0,0,1.1702579650406784,0,6.0,0,55.0,0.6319602761236812,182.0,8.0,16.0,526.0,1418.0,834.0,18.0,9.0,11.0,0,1,0,0
1191.0,0,2.3208238113188364,0,0.0,1,21.0,0.21806692062641866,121.0,6.0,6.0,191.0,1118.0,2577.0,9.0,3.0,4.0,1,1,0,2
1684.0,1,1.534783268586007,1,5.0,1,6.0,0.5133112862271391,119.0,2.0,17.0,611.0,1339.0,3417.0,6.0,4.0,3.0,1,1,0,3
1729.0,0,1.3789627470122268,0,1.0,0,65.0,0.5017999747043779,138.0,7.0,12.0,747.0,1110.0,3554.0,15.0,1.0,19.0,1,0,0,3
1714.0,1,0.8097212033445577,0,7.0,1,58.0,0.7800519696057807,139.0,2.0,10.0,983.0,1260.0,1795.0,18.0,2.0,17.0,1,0,0,2
1523.0,0,2.294161196290838,0,12.0,1,44.0,0.09464057634693436,111.0,7.0,20.0,208.0,850.0,1280.0,7.0,7.0,17.0,1,1,0,1
1831.0,1,1.635424783748032,1,0.0,0,48.0,0.10397732382644295,184.0,5.0,2.0,790.0,1069.0,3635.0,10.0,7.0,16.0,0,0,1,3
1870.0,0,0.5080270461982441,0,13.0,1,50.0,0.6827144627945431,185.0,0.0,17.0,367.0,613.0,293.0,13.0,8.0,3.0,1,0,1,0
1039.0,1,2.6501391462234336,1,6.0,0,36.0,0.6812165383897959,120.0,6.0,19.0,749.0,1210.0,3591.0,16.0,0.0,12.0,0,1,1,3
1912.0,0,0.5766249428763276,1,8.0,1,5.0,0.36881017704209595,140.0,2.0,12.0,466.0,801.0,3762.0,8.0,7.0,18.0,1,0,0,3
1776.0,0,1.408384562050413,1,2.0,1,42.0,1.0,132.0,4.0,17.0,89.0,488.0,1660.0,15.0,12.0,8.0,1,1,0,1
1268.0,0,2.8528261551380596,1,2.0,1,35.0,0.18828868098868573,172.0,2.0,2.0,575.0,819.0,417.0,6.0,4.0,2.0,1,1,1,0
1162.0,1,1.9127093295151507,0,5.0,0,1.0,0.9148568383307888,133.0,4.0,20.0,918.0,1064.0,1491.0,14.0,0.0,18.0,1,0,0,1
1135.0,1,2.382171500518851,0,10.0,0,40.0,0.22425174900818415,176.0,5.0,11.0,564.0,837.0,798.0,19.0,11.0,14.0,1,0,0,0
1835.0,1,0.5587266222866905,1,0.0,0,31.0,1.0,114.0,6.0,0.0,199.0,1144.0,309.0,16.0,10.0,17.0,1,0,1,0
477.0,1,0.7284953832405234,0,4.0,0,56.0,0.09023186851532285,186.0,3.0,6.0,158.0,1318.0,666.0,5.0,0.0,20.0,1,1,1,0
1271.0,1,2.7905251185063578,1,0.0,0,62.0,0.5145077067122864,81.0,5.0,6.0,12.0,915.0,1870.0,18.0,7.0,4.0,1,0,1,1
1883.0,0,0.9216979825799504,1,0.0,1,33.0,0.39025177758784707,195.0,1.0,0.0,656.0,688.0,1602.0,14.0,11.0,8.0,1,0,1,1
546.0,1,2.7229107112566933,0,1.0,1,50.0,0.7721628777690718,141.0,5.0,4.0,992.0,1598.0,365.0,9.0,4.0,7.0,1,1,1,0
617.0,1,0.5553437952611259,1,6.0,0,59.0,0.5314981285564856,128.0,5.0,7.0,1000.0,1944.0,1979.0,14.0,5.0,4.0,1,0,0,1
785.0,1,2.871301388970993,1,4.0,0,38.0,0.5091565719905121,88.0,3.0,6.0,740.0,1392.0,584.0,8.0,2.0,6.0,0,1,0,0
561.0,1,0.5166760504883182,1,2.0,1,6.0,0.2025122495200383,129.0,5.0,14.0,204.0,623.0,1703.0,12.0,3.0,16.0,1,1,0,0
601.0,0,2.8954043046766063,1,2.0,1,24.0,0.1944239018602744,95.0,4.0,7.0,401.0,596.0,1997.0,12.0,12.0,4.0,1,0,1,1
700.0,1,2.269373468817605,1,6.0,1,38.0,0.6041522441799438,190.0,6.0,10.0,1150.0,1552.0,3781.0,18.0,3.0,15.0,1,1,1,3
1291.0,1,2.4547951403556634,1,0.0,0,21.0,0.9084628234025479,129.0,6.0,7.0,619.0,682.0,2206.0,19.0,4.0,4.0,1,0,0,1
1337.0,1,2.6809228329677204,1,0.0,0,4.0,0.6841338108394435,197.0,4.0,0.0,171.0,1030.0,3208.0,9.0,1.0,19.0,0,1,0,2
800.0,1,2.4845777432839973,1,14.0,1,56.0,0.6041403553053087,116.0,1.0,16.0,1072.0,1122.0,1946.0,14.0,13.0,5.0,1,0,0,1
912.0,1,0.5374865306548687,0,1.0,1,57.0,0.7193360653209403,107.0,4.0,1.0,258.0,1097.0,1445.0,5.0,1.0,19.0,1,1,0,0
1856.0,1,2.067490274486059,1,0.0,0,17.0,0.902770776710195,198.0,0.0,1.0,341.0,882.0,2219.0,16.0,13.0,4.0,0,0,0,2
764.0,1,2.639617314334284,0,3.0,0,29.0,0.9033578536084363,146.0,4.0,16.0,193.0,1174.0,3887.0,14.0,9.0,7.0,1,0,0,3
563.0,1,0.4573044151027829,1,1.0,0,10.0,0.30554892691071645,111.0,7.0,5.0,1303.0,1883.0,3701.0,13.0,9.0,14.0,0,0,0,3
1899.0,0,2.9848475051047543,1,0.0,1,16.0,0.801824733405099,173.0,7.0,10.0,996.0,1093.0,2145.0,7.0,2.0,18.0,1,1,0,2
1650.0,0,0.5049321198024289,0,1.0,1,13.0,0.4938589184138175,164.0,1.0,15.0,961.0,1735.0,2199.0,12.0,3.0,8.0,1,1,0,2
692.0,0,0.8026138955423917,1,0.0,0,25.0,0.5634570187768628,182.0,2.0,0.0,85.0,1612.0,3212.0,5.0,1.0,2.0,1,0,1,2
799.0,0,0.5828800896771966,1,1.0,0,47.0,0.7004929981057227,87.0,6.0,13.0,151.0,752.0,3802.0,6.0,4.0,15.0,0,0,0,3
1735.0,1,0.4446214537849235,1,7.0,0,2.0,0.5893308226733437,187.0,6.0,18.0,956.0,1359.0,419.0,12.0,8.0,3.0,0,1,1,0
751.0,1,0.4670855127417459,0,3.0,0,26.0,1.0,83.0,4.0,6.0,342.0,932.0,758.0,12.0,1.0,19.0,0,1,0,0
625.0,1,0.571220633042477,1,9.0,1,53.0,0.38378845161088826,107.0,4.0,19.0,1143.0,1868.0,3186.0,5.0,0.0,13.0,1,0,0,3
1110.0,1,2.796628556356084,1,5.0,0,57.0,0.9156518574188398,150.0,0.0,11.0,116.0,818.0,2775.0,15.0,10.0,15.0,1,0,0,2
1459.0,1,0.540613706086647,1,6.0,0,9.0,0.3827384838716349,104.0,5.0,11.0,844.0,1088.0,1558.0,5.0,5.0,20.0,1,0,1,1
1517.0,0,2.410154353894628,0,6.0,1,3.0,0.9147622495327041,95.0,6.0,16.0,891.0,1009.0,1198.0,13.0,13.0,16.0,1,1,0,1
1663.0,0,2.430199377657254,0,2.0,1,24.0,0.6000366959184723,197.0,2.0,4.0,231.0,1621.0,675.0,7.0,5.0,11.0,1,1,0,0
737.0,1,0.5307904654519832,1,0.0,1,27.0,0.5070786090740421,128.0,8.0,0.0,429.0,1023.0,1705.0,11.0,8.0,10.0,1,0,0,1
1567.0,0,2.386505095456391,0,17.0,1,12.0,0.0652413180130313,187.0,6.0,20.0,503.0,843.0,391.0,8.0,3.0,1.0,1,0,1,0
1164.0,1,2.0989483679909524,1,4.0,0,42.0,0.10595439817220567,94.0,3.0,6.0,1286.0,1905.0,1062.0,7.0,2.0,4.0,0,0,0,1
1375.0,1,0.5510356956416954,1,0.0,1,58.0,0.5141804769860423,107.0,5.0,3.0,461.0,903.0,1019.0,16.0,7.0,4.0,1,1,1,0
1223.0,0,1.2404470672423922,1,16.0,1,24.0,0.7974240960104357,85.0,1.0,19.0,688.0,664.0,1663.0,14.0,3.0,9.0,1,0,1,1
1820.0,1,1.7264597668082804,1,2.0,0,24.0,0.11734592573408212,135.0,6.0,15.0,401.0,1153.0,3054.0,5.0,0.0,17.0,0,1,0,3
929.0,1,0.6471031677088797,0,3.0,0,2.0,0.2742157359533689,133.0,6.0,8.0,664.0,1314.0,3486.0,12.0,10.0,15.0,0,0,1,3
1710.0,0,0.4875493704976585,1,0.0,0,59.0,0.5066481699754204,99.0,3.0,3.0,464.0,1731.0,3864.0,16.0,9.0,11.0,0,1,1,3
639.0,1,0.5118574792339717,0,0.0,1,37.0,0.7901193166800572,86.0,4.0,9.0,910.0,1754.0,463.0,9.0,2.0,1.0,1,1,0,0
921.0,0,1.3664781560534118,1,2.0,0,14.0,0.6942285077286927,202.0,3.0,3.0,1558.0,1691.0,2927.0,16.0,2.0,10.0,0,1,0,3
1999.0,0,2.87714422339725,0,9.0,0,13.0,0.39959682358751775,198.0,7.0,17.0,278.0,945.0,1369.0,8.0,1.0,7.0,1,1,0,1
1357.0,0,2.727978579320177,0,0.0,0,50.0,0.10076865592058659,175.0,0.0,8.0,178.0,638.0,2591.0,7.0,1.0,11.0,0,1,1,2
1084.0,1,0.8448978836307104,1,8.0,1,20.0,0.6035995035218121,116.0,2.0,10.0,1129.0,1697.0,1382.0,10.0,0.0,12.0,1,1,0,1
1084.0,1,2.03461616846413,1,1.0,1,10.0,0.10069944762785474,120.0,1.0,8.0,535.0,1213.0,2413.0,11.0,7.0,16.0,1,0,0,2
1600.0,1,2.136701263697237,1,0.0,1,29.0,0.2065855810804761,185.0,3.0,2.0,784.0,1057.0,635.0,5.0,0.0,18.0,1,0,0,0
1583.0,1,0.9962681144195662,0,8.0,0,41.0,0.3964575862291077,171.0,3.0,18.0,696.0,837.0,1458.0,19.0,9.0,2.0,0,1,1,1
573.0,1,2.065754782102232,1,7.0,1,1.0,0.10464844138917012,192.0,2.0,12.0,1095.0,1295.0,588.0,9.0,0.0,4.0,1,1,0,0
1177.0,1,2.2941197656337216,0,7.0,0,19.0,0.9968662424984672,159.0,7.0,12.0,1404.0,1892.0,1943.0,6.0,4.0,2.0,1,0,0,2
1980.0,1,1.1704282989539339,1,6.0,1,26.0,0.5837002345151452,121.0,1.0,10.0,340.0,1188.0,3872.0,11.0,9.0,10.0,1,1,1,3
1667.0,0,0.9257661709486379,1,0.0,1,21.0,0.8928302472459915,138.0,2.0,0.0,1178.0,1388.0,620.0,17.0,7.0,15.0,1,0,0,0
831.0,0,0.581120577525165,1,0.0,0,7.0,0.07414073128368999,191.0,3.0,1.0,607.0,1878.0,3735.0,14.0,9.0,11.0,1,0,1,3
573.0,1,0.7272528747328686,1,3.0,0,8.0,0.11578269895061172,189.0,4.0,9.0,1221.0,1357.0,660.0,12.0,5.0,7.0,1,1,0,0
1584.0,0,1.2021568496591861,1,0.0,0,13.0,0.22132498519494892,152.0,1.0,4.0,1142.0,1652.0,2509.0,12.0,6.0,7.0,0,0,1,2
644.0,0,1.8117150967023319,1,4.0,0,7.0,1.0,90.0,4.0,18.0,806.0,1991.0,2878.0,7.0,7.0,4.0,0,0,1,2
580.0,1,1.0025641295540983,1,0.0,0,50.0,0.9139708241945962,91.0,8.0,1.0,1646.0,1797.0,1813.0,15.0,9.0,6.0,0,1,0,1
1143.0,1,2.4451218405682376,0,4.0,1,57.0,0.08227576603607863,130.0,4.0,14.0,78.0,1280.0,1067.0,16.0,0.0,15.0,1,0,0,0
1250.0,1,2.467212598483289,0,7.0,0,12.0,0.7926914632993284,100.0,4.0,11.0,11.0,989.0,2525.0,11.0,7.0,16.0,0,0,0,2
866.0,0,0.7155472697374866,0,1.0,0,22.0,0.10792938126091946,108.0,7.0,6.0,276.0,1302.0,784.0,13.0,4.0,5.0,0,0,0,0
1085.0,0,0.5293535012199541,1,1.0,0,10.0,0.21529935991411903,124.0,1.0,15.0,287.0,1773.0,3878.0,7.0,2.0,7.0,1,0,0,3
1045.0,0,1.4758246872684782,0,13.0,1,7.0,0.693387693985151,96.0,3.0,17.0,836.0,1640.0,1125.0,13.0,8.0,7.0,1,0,1,1
1587.0,1,2.1651870699706355,1,1.0,0,58.0,0.12748462291462584,130.0,4.0,4.0,957.0,1903.0,3919.0,16.0,13.0,13.0,1,0,1,3
1587.0,0,2.1229583725835313,0,0.0,1,22.0,0.19984906501729893,115.0,6.0,7.0,732.0,739.0,2206.0,18.0,10.0,2.0,1,1,0,2
674.0,1,1.83829453216014,1,2.0,0,21.0,0.08732741754068532,108.0,7.0,8.0,687.0,1896.0,842.0,6.0,0.0,11.0,1,1,0,0
1397.0,1,0.4471060880053172,0,7.0,1,11.0,0.29871878386248574,201.0,1.0,18.0,659.0,701.0,2168.0,16.0,6.0,8.0,1,0,1,1
1198.0,0,0.7368156278318376,1,5.0,0,60.0,0.07864541699272909,109.0,2.0,15.0,21.0,1584.0,2379.0,17.0,11.0,6.0,1,0,0,2
1611.0,0,0.9066880410031941,0,4.0,1,35.0,0.09866967360045062,165.0,3.0,6.0,876.0,1451.0,1656.0,15.0,12.0,13.0,1,1,0,1
625.0,1,0.6817160635120953,0,5.0,0,36.0,0.6040177092312998,180.0,5.0,12.0,1293.0,1331.0,3147.0,13.0,8.0,6.0,0,0,0,2
1602.0,1,0.4706309281561997,1,0.0,1,17.0,0.5141250205844519,116.0,1.0,7.0,433.0,1230.0,1663.0,16.0,2.0,10.0,1,0,1,1
879.0,0,2.8601176222185054,0,5.0,0,17.0,0.09461353298001313,86.0,4.0,11.0,343.0,1052.0,3323.0,13.0,2.0,14.0,0,0,1,3
739.0,0,1.692295329755905,1,0.0,1,4.0,0.5836636938132698,99.0,1.0,20.0,592.0,769.0,764.0,15.0,0.0,5.0,1,1,0,0
1394.0,0,1.0945466262629222,0,5.0,1,37.0,0.8194866277305665,200.0,2.0,6.0,542.0,1377.0,3395.0,4.0,4.0,16.0,1,1,1,3
1867.0,0,1.0921948083573723,1,0.0,0,12.0,0.7174576383867803,103.0,4.0,1.0,163.0,1074.0,2474.0,18.0,5.0,6.0,1,1,1,2
1850.0,0,0.6893525014938238,0,1.0,0,1.0,0.5839027484400954,86.0,6.0,5.0,189.0,647.0,2931.0,18.0,6.0,17.0,0,0,0,2
712.0,1,1.3307352131851893,1,5.0,0,3.0,0.90373685141182,166.0,6.0,9.0,1060.0,1178.0,2834.0,10.0,1.0,16.0,0,0,0,2
1148.0,1,2.108763623945311,1,0.0,1,26.0,0.3178511838457957,80.0,2.0,0.0,1336.0,1643.0,3319.0,15.0,2.0,7.0,1,0,1,3
1787.0,0,2.7903213493336474,0,2.0,0,32.0,0.587421490666544,160.0,4.0,17.0,592.0,777.0,1444.0,17.0,0.0,1.0,1,0,0,1
587.0,0,0.4491481118049413,0,2.0,0,25.0,0.2976430115555286,93.0,3.0,4.0,939.0,1948.0,1827.0,10.0,10.0,14.0,1,1,1,1
1155.0,1,1.7223989861978024,1,1.0,0,17.0,0.3189992798821762,166.0,7.0,19.0,261.0,730.0,292.0,5.0,4.0,7.0,0,0,0,0
1817.0,1,1.9951595533657585,0,2.0,1,20.0,0.2084195974709726,81.0,1.0,8.0,334.0,613.0,2881.0,8.0,1.0,4.0,1,0,1,2
870.0,0,1.8210498684566918,1,0.0,0,15.0,0.078077801408329,165.0,5.0,5.0,1031.0,1104.0,3747.0,11.0,0.0,20.0,1,0,1,3
1880.0,0,2.0744643163837644,1,7.0,1,44.0,0.7957093272179279,186.0,0.0,17.0,457.0,806.0,3645.0,13.0,7.0,6.0,1,1,1,3
1188.0,0,1.2805247244741538,0,3.0,1,19.0,0.4929598105361859,147.0,6.0,6.0,682.0,1647.0,1820.0,19.0,4.0,3.0,1,1,1,1
1486.0,0,1.9909305310486736,0,10.0,0,43.0,0.7878555699177883,175.0,6.0,13.0,448.0,1972.0,703.0,10.0,10.0,19.0,0,0,1,0
1555.0,1,0.49993345794598737,1,2.0,1,7.0,0.19466721684004396,101.0,0.0,3.0,61.0,1374.0,3525.0,15.0,11.0,9.0,1,0,0,3
1641.0,1,0.4640774920906335,1,6.0,1,4.0,0.1300883593717735,105.0,3.0,12.0,645.0,1341.0,567.0,10.0,2.0,12.0,1,0,0,0
1443.0,1,2.678452268471185,0,1.0,1,54.0,0.8938826380918138,114.0,5.0,4.0,511.0,1643.0,584.0,11.0,3.0,5.0,1,0,1,0
1258.0,0,0.49515358439772694,0,3.0,1,51.0,0.2826095811149237,83.0,2.0,8.0,620.0,1392.0,1419.0,8.0,3.0,15.0,1,0,1,1
1564.0,1,2.0557829716280134,1,10.0,0,12.0,0.70943221030532,147.0,6.0,16.0,915.0,1632.0,1762.0,16.0,13.0,1.0,1,0,1,2
1044.0,1,2.197148144808208,0,9.0,0,64.0,0.4994723281142013,135.0,4.0,17.0,177.0,1083.0,1001.0,11.0,3.0,12.0,0,0,0,0
792.0,0,2.1870035731240853,1,0.0,0,33.0,0.4993137505557107,142.0,7.0,5.0,539.0,1661.0,2369.0,11.0,10.0,5.0,1,0,1,2
1336.0,0,0.4963972729087977,0,12.0,0,31.0,0.7975599561351688,186.0,1.0,19.0,96.0,642.0,2229.0,6.0,4.0,16.0,1,0,1,1
1495.0,1,0.49378464134927735,0,0.0,0,52.0,0.11770971177731013,130.0,0.0,14.0,303.0,923.0,3016.0,6.0,4.0,6.0,0,0,1,2
1716.0,1,0.44500825715966935,1,1.0,1,17.0,0.13326708692332867,98.0,5.0,2.0,661.0,1371.0,2632.0,16.0,1.0,3.0,1,0,0,3
1691.0,0,1.0708172367066036,1,4.0,1,31.0,0.5038269878748652,81.0,8.0,16.0,612.0,1627.0,693.0,17.0,6.0,12.0,1,0,0,0
1772.0,0,2.677363921173872,0,12.0,1,42.0,0.708833695878308,177.0,5.0,16.0,643.0,1454.0,2783.0,19.0,8.0,6.0,1,1,1,3
664.0,0,0.5827745427395115,0,1.0,0,41.0,0.9824594696367585,198.0,6.0,10.0,336.0,566.0,3009.0,11.0,9.0,4.0,1,1,1,2
1989.0,0,1.1502048193939804,1,17.0,1,36.0,0.8014222753439972,150.0,1.0,19.0,1161.0,1757.0,1036.0,15.0,2.0,17.0,1,0,1,1
1627.0,1,2.357368430891917,0,8.0,1,36.0,0.8050484000202357,84.0,1.0,9.0,738.0,1414.0,317.0,4.0,3.0,7.0,1,0,0,0
1674.0,0,1.8999750676831006,0,15.0,1,55.0,0.5066030190665763,167.0,2.0,18.0,770.0,1358.0,2249.0,14.0,2.0,4.0,1,1,1,2
1233.0,1,1.5709338304901956,1,9.0,0,55.0,0.5170321525768825,112.0,4.0,19.0,314.0,1006.0,1888.0,15.0,0.0,16.0,1,0,1,1
1531.0,0,1.507646267185726,1,12.0,0,52.0,0.5290327370098555,101.0,4.0,16.0,226.0,1408.0,2048.0,19.0,14.0,19.0,0,1,1,2
1780.0,1,2.5634122930815,0,16.0,1,32.0,0.5565441308826615,168.0,5.0,17.0,1193.0,1500.0,3557.0,17.0,5.0,12.0,1,0,1,3
1635.0,0,0.5672019403467969,0,1.0,1,16.0,0.6943476573028976,100.0,7.0,7.0,412.0,588.0,2425.0,12.0,5.0,9.0,1,1,0,2
1089.0,0,1.313244689613209,0,6.0,1,52.0,0.11713268979943436,94.0,7.0,7.0,1008.0,1515.0,1505.0,15.0,1.0,14.0,1,0,0,1
1817.0,0,1.7144097814835282,0,0.0,0,36.0,0.8151395510500953,112.0,5.0,0.0,288.0,565.0,1436.0,10.0,3.0,6.0,0,0,0,1
1497.0,1,1.3187518400046006,1,0.0,1,13.0,0.11139108177628018,189.0,4.0,1.0,84.0,1183.0,472.0,13.0,12.0,12.0,1,1,0,0
1868.0,0,1.922442118400305,1,2.0,0,57.0,0.10562153965053529,181.0,5.0,6.0,1254.0,1763.0,3616.0,18.0,9.0,7.0,0,0,1,3
1576.0,1,0.4600411777667671,1,11.0,0,2.0,1.0,124.0,3.0,11.0,406.0,1562.0,3674.0,6.0,4.0,17.0,0,0,0,3
1922.0,0,0.49409855512207046,0,9.0,1,28.0,0.9869751006786966,113.0,2.0,18.0,148.0,1051.0,2915.0,19.0,17.0,17.0,1,0,1,3
1368.0,0,1.9300841632826837,1,0.0,1,10.0,0.80368791792116,185.0,1.0,15.0,666.0,1600.0,1692.0,11.0,10.0,1.0,1,0,0,1
593.0,1,1.6094503421542479,1,9.0,0,52.0,0.3946874839283464,89.0,3.0,19.0,1045.0,1273.0,3465.0,10.0,3.0,12.0,1,1,1,3
1829.0,1,1.2381313869258255,1,3.0,1,41.0,1.0,163.0,6.0,15.0,375.0,1558.0,3220.0,17.0,12.0,10.0,1,1,1,3
1101.0,1,0.4806024484210395,1,1.0,0,53.0,0.6022263024014647,117.0,3.0,16.0,217.0,683.0,3539.0,7.0,3.0,20.0,1,1,0,3
1001.0,0,1.2943592169068325,1,0.0,0,9.0,0.09576314616433329,105.0,3.0,3.0,286.0,1873.0,655.0,10.0,2.0,4.0,1,0,1,0
